,,,,,,annual_inc,annual_inc,dti,dti,installment,installment,int_rate,int_rate,loan_amnt,loan_amnt,revol_bal,revol_bal,revol_util,revol_util,total_pymnt,total_pymnt
loan_status,,,,,,Charged Off,Fully Paid,Charged Off,Fully Paid,Charged Off,Fully Paid,Charged Off,Fully Paid,Charged Off,Fully Paid,Charged Off,Fully Paid,Charged Off,Fully Paid,Charged Off,Fully Paid
term,grade,purpose,emp_length,home_ownership,verification_status,,,,,,,,,,,,,,,,
 36 months,B,vacation,mid,MORTGAGE,Not Verified,,69684,,9.81,,77.31,,10.36,,2400,,1899,,41.6,,2538.500527
 36 months,B,vacation,mid,MORTGAGE,Source Verified,,16800,,5.57,,65.15,,10.65,,2000,,1968,,50.5,,2262.064739
 36 months,B,vacation,mid,MORTGAGE,Verified,,118000,,11.76,,214.22,,12.34,,6400,,18821.5,,56.25,,7686.657685
 36 months,B,vacation,mid,OWN,Not Verified,48000,26000,15.28,10.355,80.51,261.355,12.69,10.435,2400,8000,8965,3515,56.7,28.2,2842.15,9166.253944
 36 months,B,vacation,mid,OWN,Verified,,24000,,5.25,,203.17,,8.88,,6400,,3903,,12.4,,7309.706431
 36 months,B,vacation,mid,RENT,Not Verified,30000,38400,11.48,14.34,210.52,65.12,10.305,10.62,6500,2000,2063.5,5339,36.7,44.1,3079.42,2344.660091
 36 months,B,vacation,mid,RENT,Source Verified,44750,30500,10.065,12.87,130.295,211.02,10.74,11.49,4000,6400,4367.5,6514,81.3,28.3,615.36,7596.549225
 36 months,B,vacation,mid,RENT,Verified,,38000,,5.515,,185.49,,10.135,,5750,,465.5,,3.25,,6114.196283
 36 months,B,vacation,new,MORTGAGE,Not Verified,,87600,,13.03,,114.285,,10.925,,3500,,10369.5,,51.25,,3831.369889
 36 months,B,vacation,new,MORTGAGE,Source Verified,,75000,,11.135,,138.17,,10.68,,4250,,1047,,35.5,,4858.318662
 36 months,B,vacation,new,MORTGAGE,Verified,,112500,,7.905,,172.715,,11.16,,5250,,2377,,10.5,,6145.175118
 36 months,B,vacation,new,OWN,Not Verified,,30000,,10.24,,243.38,,10.39,,7500,,10444,,14.1,,8432.956887
 36 months,B,vacation,new,OWN,Source Verified,,16800,,4.29,,108.03,,10.99,,3300,,2430,,38,,3635.400798
 36 months,B,vacation,new,RENT,Not Verified,30000,56700,16.12,14.05,66.16,165.7,11.71,11.065,2000,5000,18608,5421.5,75.3,28.2,1185.66,5660.900136
 36 months,B,vacation,new,RENT,Source Verified,,61000,,9.29,,131.19,,10.99,,4000,,3869,,20,,4697.805982
 36 months,B,vacation,new,RENT,Verified,,47000,,6.89,,129.965,,10.555,,4000,,4891.5,,41.75,,4678.5967
 36 months,B,vacation,old,MORTGAGE,Not Verified,,51000,,6.145,,81.475,,10.605,,2500,,3342,,35.3,,2933.062019
 36 months,B,vacation,old,MORTGAGE,Source Verified,98000,68500,22.22,12.91,162.19,152.61,10.36,11.78,5000,4600,14102,8290.5,76.6,51.05,4776.84,5431.668676
 36 months,B,vacation,old,MORTGAGE,Verified,63000,109000,17.79,12.025,48.14,164.125,9.62,10.62,1500,5000,21957,4357,89.6,33.55,720.64,5803.631015
 36 months,B,vacation,old,OWN,Not Verified,,95000,,10.79,,162.87,,10.65,,5000,,18429,,52.4,,5755.362216
 36 months,B,vacation,old,OWN,Source Verified,,26000,,4.66,,64.88,,10.36,,2000,,1378,,44.5,,2335.596285
 36 months,B,vacation,old,RENT,Not Verified,40000,55200,13.41,10.85,97.87,131.89,11.86,10.59,3000,4000,4495,4317,60.7,42.7,891.46,4747.826411
 36 months,B,vacation,old,RENT,Source Verified,,46000,,9.6,,159.82,,10.74,,4900,,5285,,46.85,,5648.983217
 36 months,B,vacation,old,RENT,Verified,75000,51496.045,18.66,13.46,288.85,162.205,9.63,10.365,9000,5000,8091,1387,81.9,36.1,4659.87,5852.15523
 36 months,B,wedding,mid,MORTGAGE,Not Verified,,69996,,7.56,,231.05,,10.2,,8000,,8735,,69.5,,8095.716501
 36 months,B,wedding,mid,MORTGAGE,Source Verified,,52800,,15.43,,209.5,,10.99,,6400,,2362,,24.7,,7348.457246
 36 months,B,wedding,mid,MORTGAGE,Verified,124000,108000,11.68,9.72,393.5,360.84,11.49,10.99,12000,11000,4840,1538,55,32,1981.28,12740.42221
 36 months,B,wedding,mid,OWN,Not Verified,50000,55200,4.75,16.13,96.68,131.65,9.91,11.36,3000,4000,7321,6874,55.5,48.1,1059.96,4739.438239
 36 months,B,wedding,mid,RENT,Not Verified,69600,66500,19.09,11.87,400.99,403.505,12.42,11.36,12000,12500,20419,7626,69.2,53.6,1700.92,14399.75114
 36 months,B,wedding,mid,RENT,Source Verified,,64633,,10.96,,195.38,,10.82,,5937.5,,1899,,30.35,,7033.759636
 36 months,B,wedding,mid,RENT,Verified,63500,87000,0.39,10.41,446.5,328.64,11.645,9.91,13500,10000,3346,5139,21.6,37.1,1228.36,11830.74774
 36 months,B,wedding,new,MORTGAGE,Not Verified,,110000,,18.33,,272.59,,11.48,,8400,,3222,,46.7,,9341.91
 36 months,B,wedding,new,MORTGAGE,Source Verified,38000,68100.5,14.75,14.11,325.45,288.525,10.59,11.35,10000,8725,4600,12045,17.8,45.7,6527.43,9747.079141
 36 months,B,wedding,new,MORTGAGE,Verified,,130500,,16.325,,484.575,,10.485,,15000,,9120,,31.55,,17396.18161
 36 months,B,wedding,new,OTHER,Verified,,37000,,7.36,,165.07,,11.58,,5000,,0,,0,,5095.720858
 36 months,B,wedding,new,OWN,Not Verified,,21643.5,,12.24,,149.31,,11.94,,4500,,6657,,40.5,,5374.993568
 36 months,B,wedding,new,OWN,Source Verified,,55600,,18.19,,162.23,,10.37,,5000,,17998,,64.6,,5345.123254
 36 months,B,wedding,new,OWN,Verified,,92000,,6.69,,736.52,,10.99,,22500,,7672,,60.4,,22961.67078
 36 months,B,wedding,new,RENT,Not Verified,38400,47000,22.64,11,161.56,199.26,11.49,11.14,4900,6000,1528,6620,53.3,43.9,4629.27,6993.046502
 36 months,B,wedding,new,RENT,Source Verified,44446.4,54250,15.31,12.385,109.435,190.47,10.59,10.745,3362.5,6000,521.5,4505,49.1,36.45,1312.86,6857.218164
 36 months,B,wedding,new,RENT,Verified,42000,72750,6.64,6.945,514.17,308.62,12,10.85,15537.5,9487.5,5727,5575,28.6,47.8,8180.35,9980.851874
 36 months,B,wedding,old,MORTGAGE,Not Verified,,67000,,11.595,,240.135,,10.95,,7350,,9497.5,,43.65,,8630.626326
 36 months,B,wedding,old,MORTGAGE,Source Verified,63990,60000,13.79,17.58,116.53,195.7,10.14,10.99,3600,6000,26462,9988,84.55,38.2,2245.73,7028.484659
 36 months,B,wedding,old,MORTGAGE,Verified,50000,86000,7.87,11.86,260.36,396.92,10.59,11.71,8000,12000,36285,39255,84.4,46.2,6428.75,14183.43257
 36 months,B,wedding,old,OWN,Not Verified,,90800,,22.515,,587.75,,10.68,,18000,,341,,1.65,,18450.07092
 36 months,B,wedding,old,OWN,Source Verified,,55000,,16.02,,32.98,,11.49,,1000,,4118,,62.4,,1186.966641
 36 months,B,wedding,old,OWN,Verified,,50508,,14.59,,244.94,,10.83,,7500,,3800,,21.7,,8721.443252
 36 months,B,wedding,old,RENT,Not Verified,30000,44724,8.12,12.93,328.04,166.5,11.14,11.58,10000,6000,15950,8462,24.7,60.3,10670.2,5953.675049
 36 months,B,wedding,old,RENT,Source Verified,,63800,,16.15,,161.32,,11.71,,5000,,7814,,78.9,,5639.015681
 36 months,B,wedding,old,RENT,Verified,,59500,,6.205,,423.095,,10.665,,13000,,5851,,30.45,,15194.60243
 36 months,C,car,mid,MORTGAGE,Not Verified,60000,103000,3.66,14.06,217.32,135.73,14.65,13.35,6300,4000,4824,3267,50.2,74.8,5554.14,4871.012633
 36 months,C,car,mid,MORTGAGE,Source Verified,,75000,,18.65,,295.79,,14.17,,8500,,15683,,87,,9553.328841
 36 months,C,car,mid,MORTGAGE,Verified,,73000,,9.845,,95.455,,13.195,,2825,,21510,,66.75,,3373.103432
 36 months,C,car,mid,OWN,Source Verified,,48000,,8.45,,142.76,,13.61,,4200,,666,,25.6,,5139.150685
 36 months,C,car,mid,RENT,Not Verified,50000,50000,20.88,8.46,421.65,173.62,15.96,13.72,12000,5100,15793,2681,90.8,42.2,3521.95,6250.966659
 36 months,C,car,mid,RENT,Source Verified,,39500,,7.64,,146.07,,13.99,,4200,,5256,,66.5,,4920.512548
 36 months,C,car,mid,RENT,Verified,58106,57450,0.23,16.38,168.09,67.73,12.84,13.35,5000,2000,11,19438,0.1,63.9,1284.61,2438.37466
 36 months,C,car,new,MORTGAGE,Not Verified,,53000,,11.65,,215.97,,13.8,,6400,,1813,,56.4,,7437.594089
 36 months,C,car,new,MORTGAGE,Source Verified,,75750,,17.75,,440.54,,13.325,,13000,,8049,,63.9,,15257.35189
 36 months,C,car,new,MORTGAGE,Verified,,59802,,11.645,,212.32,,12.87,,6275,,8452,,60.4,,7427.030568
 36 months,C,car,new,OTHER,Verified,37800,,10.38,,334.67,,12.53,,10000,,26788,,65.2,,1098.32,
 36 months,C,car,new,OWN,Not Verified,27852,34360,10.21,17.46,141.2,161.955,12.84,13.69,4200,4750,4002,6019,61.6,49.1,282.26,5831.048905
 36 months,C,car,new,OWN,Source Verified,,49800,,8.72,,142.06,,13.7,,4200,,12055.5,,46,,5006.778744
 36 months,C,car,new,RENT,Not Verified,48000,35550,17.53,11.2,200.47,169.51,12.41,13.48,6000,5000,1966,2252,93.6,54.3,5104.24,5519.935492
 36 months,C,car,new,RENT,Source Verified,,45000,,11.73,,238.53,,13.11,,7000,,1681,,58.9,,7835.02
 36 months,C,car,new,RENT,Verified,,28000,,9.67,,133.87,,14.65,,4000,,1332,,19.9,,4404.779491
 36 months,C,car,old,MORTGAGE,Not Verified,,70000,,11.8,,196.77,,13.04,,5600,,14186,,50.7,,6969.45531
 36 months,C,car,old,MORTGAGE,Source Verified,,80500,,20.675,,237.225,,13.245,,7000,,13765,,56.6,,8366.087011
 36 months,C,car,old,MORTGAGE,Verified,54902.52,93400,21.66,14.63,208.67,221.66,13.04,13.87,6000,6500,10867,56184.5,41,52.15,2625.33,7825.411302
 36 months,C,car,old,OWN,Not Verified,,55600,,6.035,,126.895,,13.315,,3750,,2527,,39.1,,4412.331092
 36 months,C,car,old,OWN,Source Verified,,87600,,3.95,,203.18,,13.35,,6000,,10731,,55,,7216.681467
 36 months,C,car,old,OWN,Verified,,54000,,2.16,,521.97,,15.27,,15000,,3959,,11,,18790.72002
 36 months,C,car,old,RENT,Not Verified,105000,48000,13.5,17.18,382.74,229.09,13.99,13.49,11200,6750,19368,11363.5,74.8,65.9,8036.64,8247.154369
 36 months,C,car,old,RENT,Source Verified,30700,120000,11.02,14.47,104.015,168.66,14.01,14.22,3000,4800,8386.5,13653,41.4,68.4,1666.02,5940.017144
 36 months,C,car,old,RENT,Verified,64500,,20.28,,244.96,,13.275,,7250,,11271,,41.25,,2801.745,
 36 months,C,credit_card,mid,MORTGAGE,Not Verified,77200,57000,16.76,13.27,202.265,335.07,12.945,13.57,8000,10000,29011.5,15003,83.1,63.6,4116.6,10501.0217
 36 months,C,credit_card,mid,MORTGAGE,Source Verified,,82500,,12.165,,326.525,,14.27,,9575,,9053.5,,69.1,,11503.70263
 36 months,C,credit_card,mid,MORTGAGE,Verified,110500,87500,6.8,14.685,555.545,592.33,12.725,13.82,22500,17600,29787,22152,58.5,76.7,11524.805,21149.92672
 36 months,C,credit_card,mid,OWN,Not Verified,,34000,,18.62,,339.31,,13.49,,10000,,10251,,60.1,,12214.91792
 36 months,C,credit_card,mid,OWN,Source Verified,,95000,,12.92,,347.79,,15.23,,10000,,30660,,70.5,,12520.0173
 36 months,C,credit_card,mid,OWN,Verified,,140000,,12.71,,576.26,,15.96,,16400,,15891,,89.5,,20744.97998
 36 months,C,credit_card,mid,RENT,Not Verified,49200,49600,15.84,14.265,305.355,269.02,13.295,13.49,9000,7962.5,9581.5,10077.5,86.5,70.05,3040.41,9206.853081
 36 months,C,credit_card,mid,RENT,Source Verified,45000,70000,19.44,13.92,201.25,281.1,13.99,13.49,6000,8000,12682,9287,89.6,64.3,4829.83,9998.939479
 36 months,C,credit_card,mid,RENT,Verified,38000,57071,13.83,18.875,521.97,378.49,15.27,13.49,15000,11112.5,14406,15984.5,91.8,72.35,9376.44,13378.50311
 36 months,C,credit_card,new,MORTGAGE,Not Verified,50000,67775,16.32,16.28,235.83,233.88,12.87,13.48,8000,7500,9000,9763,72.7,74.5,2031.94,8419.406016
 36 months,C,credit_card,new,MORTGAGE,Source Verified,85000,58000,12.05,13.68,490.77,394.45,13.99,13.49,14400,11625,11517,11652,47,74.7,9814.22,13858.1401
 36 months,C,credit_card,new,MORTGAGE,Verified,,82700,,16.39,,491.165,,13.48,,14500,,18336.5,,76.75,,17080.89215
 36 months,C,credit_card,new,OTHER,Source Verified,,58000,,11.07,,511.14,,13.79,,15000,,15166,,94.8,,18457.95417
 36 months,C,credit_card,new,OWN,Not Verified,48000,50000,21.27,15.41,122.15,286.85,13.49,13.11,3600,8500,4896,10158,15.8,68.7,570.95,10094.09731
 36 months,C,credit_card,new,OWN,Source Verified,35000,53500,17.73,19.565,122.05,260.525,13.43,13.42,3600,7625,2068,8633.5,25.1,61.5,2070.29,8866.443265
 36 months,C,credit_card,new,OWN,Verified,,72000,,13.2,,339.31,,13.49,,10000,,9874,,52.2,,11670.91661
 36 months,C,credit_card,new,RENT,Not Verified,54912,49680,16.1,14.71,240.46,247.65,12.61,13.22,8000,7750,8562,10678,64.6,69.2,2460.18,8719.564514
 36 months,C,credit_card,new,RENT,Source Verified,45000,47502,9.245,13.755,347.98,292.84,14.27,13.55,10000,8637.5,12482.5,8008.5,68.6,74.85,3801.19,10199.16214
 36 months,C,credit_card,new,RENT,Verified,69840,60000,18.93,14.98,237.76,344.25,13.36,13.72,7550,10075,17700.5,12907,71.65,73.3,4581.52,12351.21
 36 months,C,credit_card,old,MORTGAGE,Not Verified,84000,75000,12.805,14.59,486.65,337.32,12.255,13.47,14500,10000,29887.5,17732,57.35,72.7,10677.605,12082.61063
 36 months,C,credit_card,old,MORTGAGE,Source Verified,79000,86500,13.7,14.51,847.54,343.485,13.43,13.795,25000,10000,28606,17822.5,57.9,63.7,15285.25,12366.09722
 36 months,C,credit_card,old,MORTGAGE,Verified,77400,82500,18.3,17.33,549.57,441.73,13.49,13.49,16000,13000,20150,21737.5,76,65.9,6884.04,15363.3161
 36 months,C,credit_card,old,OWN,Not Verified,,63126,,13.04,,264.115,,13.225,,7925,,12869,,65.9,,9452.584671
 36 months,C,credit_card,old,OWN,Source Verified,,98000,,19.38,,208.79,,15.27,,6000,,20782,,66,,6364.681189
 36 months,C,credit_card,old,OWN,Verified,46800,62500,21.72,16.795,306.38,419.785,13.72,14.26,9000,12300,19616,13079.5,60.7,51.1,7248.93,15112.93404
 36 months,C,credit_card,old,RENT,Not Verified,57500,56000,14.4,16.51,417.55,339.23,14.09,13.49,12050,10000,11987,13697,85.25,80.5,6009.145,11671.88999
 36 months,C,credit_card,old,RENT,Source Verified,44000,60000,19.07,12.88,207.38,375.65,13.98,13.49,6000,11200,9459,7273,85,65.6,4039.4,12958.85794
 36 months,C,credit_card,old,RENT,Verified,39250,77754,12.375,15.785,411.635,514.24,13.135,13.49,12187.5,14950,10406.5,15061.5,40.9,64.7,8364.795,18509.4097
 36 months,C,debt_consolidation,mid,MORTGAGE,Not Verified,68500,60000,13.79,14.23,138.25,327.4,13.85,13.49,4050,10000,11444.5,10765,58.15,54.8,1760.995,11261.53681
 36 months,C,debt_consolidation,mid,MORTGAGE,Source Verified,89000,58000,18.725,12.16,277.2,268.33,13.985,13.23,8200,8000,21527,7114,84.85,59.8,5466.56,8558.929792
 36 months,C,debt_consolidation,mid,MORTGAGE,Verified,86000,74000,14.8,16.385,645.47,405.925,13.61,13.53,19200,12000,15784,13999,59.1,68.1,7744.75,14533.52982
 36 months,C,debt_consolidation,mid,OTHER,Not Verified,,75000,,24.77,,411.67,,14.26,,12000,,16958,,92.2,,14821.44705
 36 months,C,debt_consolidation,mid,OWN,Not Verified,24000,38400,19.12,16.57,164.01,302.7,12.99,13.49,4750,9000,5794,8501,70.7,59.5,2202.97,10809.40706
 36 months,C,debt_consolidation,mid,OWN,Source Verified,14400,49008,8.92,9.95,215.81,285.76,14.72,13.79,6250,8500,3441,8359,75.4,55.3,5746.45,9924.390766
 36 months,C,debt_consolidation,mid,OWN,Verified,54998,56004,21.595,14.66,521.88,354.59,13.795,13.47,15200,10500,16371,10720,71.35,72.4,7549.53,12765.0457
 36 months,C,debt_consolidation,mid,RENT,Not Verified,41500,48287,18.41,15.555,334.53,265.37,13.68,13.48,9800,7900,8368.5,7749.5,73.85,67.05,3175.505,9489.580966
 36 months,C,debt_consolidation,mid,RENT,Source Verified,47000,48500,14.76,13.77,271.45,278.23,13.49,13.79,8000,8000,10810,7261,75.8,63.8,2676.14,9822.469217
 36 months,C,debt_consolidation,mid,RENT,Verified,49700,62000,14.245,15.71,280.36,417.58,13.48,13.49,8200,12325,5744.5,12294,64.05,66.3,7871.595,15032.53273
 36 months,C,debt_consolidation,new,MORTGAGE,Not Verified,60000,63000,16.55,15.12,284.47,317.78,13.23,13.22,8500,9800,11864,12487,61,57.2,5337.67,10769.71489
 36 months,C,debt_consolidation,new,MORTGAGE,Source Verified,104000,56800,15.14,11.815,514.64,272.125,13.49,13.49,15000,8000,17620,9959.5,88.1,66.05,5618.9,9762.02988
 36 months,C,debt_consolidation,new,MORTGAGE,Verified,58000,75798,15.62,15.485,381.815,466.47,14.01,13.49,11312.5,13875,9710,15982.5,64.6,66.65,5491.795,16455.4629
 36 months,C,debt_consolidation,new,OTHER,Not Verified,,28350,,16.015,,207.19,,12.72,,9750,,8625,,62.6,,7354.431166
 36 months,C,debt_consolidation,new,OWN,Not Verified,40000,42000,23.26,17,210.21,215.7,13.49,13.57,6250,6350,12082,8451,57.3,61.1,3206.49,7561.971435
 36 months,C,debt_consolidation,new,OWN,Source Verified,51000,39000,14.52,13.185,549.975,314.15,13.05,13.48,16300,9375,8190.5,8498,24.35,67.8,15607.85,11304.88864
 36 months,C,debt_consolidation,new,OWN,Verified,,39000,,18.83,,291.96,,13.85,,8500,,9593,,53.5,,10555.56351
 36 months,C,debt_consolidation,new,RENT,Not Verified,40000,43500,17.155,14.77,272.4,240.15,13.57,13.35,8200,7000,7775.5,8081,70.05,66.6,2765.23,8355.204476
 36 months,C,debt_consolidation,new,RENT,Source Verified,42500,45600,12,13.7,313.945,271.39,13.49,13.49,9500,8000,7172,8328,69.7,65.9,4399.26,9430.861975
 36 months,C,debt_consolidation,new,RENT,Verified,42000,55000,15.97,13.68,287.02,345.63,13.49,13.49,8400,10000,5582,10649,59.3,65.5,4859.41,12442.49067
 36 months,C,debt_consolidation,old,MORTGAGE,Not Verified,50400,62700,17.04,14.76,208.67,339.5,13.79,13.485,6000,10000,9930,11148.5,77.8,60.55,4637.54,12195.38772
 36 months,C,debt_consolidation,old,MORTGAGE,Source Verified,65000,71700,12.26,14.18,278.91,339.31,13.17,13.49,8250,10000,9822.5,12247,80.05,67,5181.535,12051.13922
 36 months,C,debt_consolidation,old,MORTGAGE,Verified,78000,85000,13.49,15.68,482.92,514.64,14.17,13.49,14000,15000,13847,18878,67.3,68.6,5047.83,18238.84835
 36 months,C,debt_consolidation,old,OTHER,Source Verified,,44160,,19.32,,338.01,,13.22,,10000,,8540,,87.1,,12168.53643
 36 months,C,debt_consolidation,old,OTHER,Verified,,41796.5,,11.535,,368.44,,12.685,,11000,,9364.5,,58,,13263.60744
 36 months,C,debt_consolidation,old,OWN,Not Verified,55000,56000,15.89,16.07,339.69,408.64,14.65,13.23,10000,12000,16121,13051,48.6,60.3,3470.31,13540.66294
 36 months,C,debt_consolidation,old,OWN,Source Verified,27500,70500,16.855,13.18,346.69,340.16,12.835,13.675,10312.5,10000,3434.5,7654.5,89,74.75,6373.955,12204.71363
 36 months,C,debt_consolidation,old,OWN,Verified,,69996,,15.26,,337.71,,13.16,,10000,,14086,,70.6,,11685.16939
 36 months,C,debt_consolidation,old,RENT,Not Verified,48804,52000,16.26,14.82,330.7,272.65,13.47,13.48,9800,8000,10637,10569,66.8,70,4211.99,9719.060175
 36 months,C,debt_consolidation,old,RENT,Source Verified,41994.38,53500,14.96,13.69,336.055,241.3,13.98,13.49,9975,7100,9211.5,8005,62.7,67.75,6038.62,8532.406388
 36 months,C,debt_consolidation,old,RENT,Verified,58890,60000,15.865,15.285,519.59,481.285,13.55,13.665,15037.5,14262.5,12802,12318.5,67.45,65.8,6588.285,16875.33826
 36 months,C,educational,mid,MORTGAGE,Not Verified,,70400,,11.42,,504.27,,12.84,,15000,,27576,,73.7,,15317.56759
 36 months,C,educational,mid,MORTGAGE,Verified,94000,105398,22.54,15.995,282.4,451.32,12.84,13.635,8400,13300,65621,50272.5,81.5,83.95,5540.49,16157.84741
 36 months,C,educational,mid,OWN,Not Verified,,34800,,14.28,,251.99,,14.22,,7350,,563,,80.4,,9071.977637
 36 months,C,educational,mid,RENT,Not Verified,,36750,,12.875,,283.93,,13.11,,8400,,7136.5,,69.9,,10129.4625
 36 months,C,educational,mid,RENT,Source Verified,,29403,,6.055,,101.815,,13.17,,3025,,235,,29.65,,3660.538299
 36 months,C,educational,mid,RENT,Verified,,58000,,8.69,,610.64,,13.48,,18000,,9108,,81.9,,20892.94268
 36 months,C,educational,new,MORTGAGE,Not Verified,,72500,,12.235,,172.13,,12.94,,5125,,6614,,30.25,,5585.033921
 36 months,C,educational,new,MORTGAGE,Verified,,75000,,12.93,,508.84,,13.47,,15000,,18231,,56.6,,18318.17463
 36 months,C,educational,new,OWN,Not Verified,,24000,,11.85,,200.8,,12.53,,6000,,153,,25.5,,6820.351194
 36 months,C,educational,new,OWN,Source Verified,,85000,,0.42,,170.38,,13.79,,5000,,890,,6.4,,6133.56509
 36 months,C,educational,new,OWN,Verified,58250,15000,1.635,4,508.28,170.69,13.05,13.92,15000,5000,2741,0,28.85,0,14952.77,5058
 36 months,C,educational,new,RENT,Not Verified,23600,30524,12.89,12.885,194.13,149.49,12.855,12.99,5775,4500,1824.5,1821.5,46.15,43.7,1308.575,4994.33164
 36 months,C,educational,new,RENT,Source Verified,39000,12600,22,18.57,189.31,84.37,13.23,13.11,5600,2500,10815,347,66.3,26.7,3968.16,2654.334086
 36 months,C,educational,new,RENT,Verified,,50000,,9.54,,216.45,,13.11,,7000,,2263,,27.1,,7000.083292
 36 months,C,educational,old,MORTGAGE,Not Verified,,60000,,15.61,,170.38,,13.11,,5000,,6082,,22.9,,6049.064929
 36 months,C,educational,old,MORTGAGE,Source Verified,,64800,,11.11,,81.14,,13.23,,2400,,13036,,78.5,,2806.756785
 36 months,C,educational,old,MORTGAGE,Verified,121900,112000,14.28,16.665,379.94,220.85,13.47,13.935,15000,6500,0,45478.5,0,81.95,13248.55,7498.456452
 36 months,C,educational,old,RENT,Not Verified,,75000,,17.56,,411.41,,14.22,,12000,,17233,,91.2,,14811.50512
 36 months,C,educational,old,RENT,Verified,,32000,,2.47,,116.1,,12.53,,3500,,1371,,60.6,,4179.586191
 36 months,C,home_improvement,mid,MORTGAGE,Not Verified,66000,88140,9.14,11.86,274.48,229.64,13.92,13.49,8000,7500,6960,9338,54,54.8,6037.92,8259.442905
 36 months,C,home_improvement,mid,MORTGAGE,Source Verified,52000,60000,9.46,13.7,186.17,239.18,15.27,13.61,5350,7000,21815,4861,80.1,47.9,1855.6,8610.673673
 36 months,C,home_improvement,mid,MORTGAGE,Verified,69000,98000,17.7,13.13,417.58,333.3,15.27,13.325,12000,9800,4357,8433,41.5,52.4,5345.08,11998.67414
 36 months,C,home_improvement,mid,OWN,Not Verified,,65000,,17.82,,102.42,,13.92,,3000,,660,,82.5,,3686.808793
 36 months,C,home_improvement,mid,OWN,Verified,,49000,,16.46,,122.15,,13.23,,3600,,2011,,67,,4296.06455
 36 months,C,home_improvement,mid,RENT,Not Verified,50000,37500,13.97,18.135,95.93,258.035,14.17,14.055,2800,7500,11805,14547,68.6,60.85,1719.52,8842.049988
 36 months,C,home_improvement,mid,RENT,Source Verified,,100000,,18.81,,679.37,,13.57,,20000,,0,,0,,20227.88
 36 months,C,home_improvement,mid,RENT,Verified,,80000,,16.46,,254.77,,13.79,,7500,,14244,,40.3,,9168.591282
 36 months,C,home_improvement,new,MORTGAGE,Not Verified,52800,64956,15.58,10.55,168.17,185.26,13.35,13.23,5000,5400,3119,6890,57.9,49.2,3515.62,6535.418449
 36 months,C,home_improvement,new,MORTGAGE,Source Verified,30000,55000,16.58,16.55,301.2,186.62,13.43,13.99,9000,5500,14386,4736,73.8,54.9,2655.35,6718.208891
